url,status,path,bytes,content_type,sha256
https://iclass.tku.edu.tw/api/slides/records/,404,raw/iclass.tku.edu.tw/api/slides/records/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/slides?keyword=,200,raw/iclass.tku.edu.tw/api/slides__q_634b7b9d78.json,14,application/json,3fe4c928dbf203ab485edc0f320f26212b58df4ee92a3adc1a67c2afaef5a4d8
https://iclass.tku.edu.tw/api/source-department-code-for-user,200,raw/iclass.tku.edu.tw/api/source-department-code-for-user.json,23,application/json,b85fcdc89ff3dbeeb61526cb8d69e909cd9df88684e9e8b63afc42e41eb9c40d
https://iclass.tku.edu.tw/api/stat/activities-for-courses,403,raw/iclass.tku.edu.tw/api/stat/activities-for-courses.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
https://iclass.tku.edu.tw/api/stat/bulletins/,404,raw/iclass.tku.edu.tw/api/stat/bulletins/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/courses/,404,raw/iclass.tku.edu.tw/api/stat/courses/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/courses/class-hours/export,403,raw/iclass.tku.edu.tw/api/stat/courses/class-hours/export.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
https://iclass.tku.edu.tw/api/stat/courses/export/to/,404,raw/iclass.tku.edu.tw/api/stat/courses/export/to/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/courses/homework-correct/export,403,raw/iclass.tku.edu.tw/api/stat/courses/homework-correct/export.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
https://iclass.tku.edu.tw/api/stat/departments/user-attendance/export/,404,raw/iclass.tku.edu.tw/api/stat/departments/user-attendance/export/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/departments/user-attendance?page=,403,raw/iclass.tku.edu.tw/api/stat/departments/user-attendance__q_ee1eaef797.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
https://iclass.tku.edu.tw/api/stat/h5_courseware/,404,raw/iclass.tku.edu.tw/api/stat/h5_courseware/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/materials/,404,raw/iclass.tku.edu.tw/api/stat/materials/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/orgs/,404,raw/iclass.tku.edu.tw/api/stat/orgs/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/scorm/,404,raw/iclass.tku.edu.tw/api/stat/scorm/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/semester/,404,raw/iclass.tku.edu.tw/api/stat/semester/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/students/,404,raw/iclass.tku.edu.tw/api/stat/students/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/user-info,200,raw/iclass.tku.edu.tw/api/stat/user-info.json,425,application/json,b5a9487a33e4048f6c7dff034f71f4ccfda42ac70403a0507b016355c14fe49e
https://iclass.tku.edu.tw/api/stat/video/,404,raw/iclass.tku.edu.tw/api/stat/video/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/videos/,404,raw/iclass.tku.edu.tw/api/stat/videos/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/stat/vtrs/enable-status,403,raw/iclass.tku.edu.tw/api/stat/vtrs/enable-status.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
