endpoint,category,method_hints,source_count,source_files,sources_sample,observed_statuses
/api/data-import/curriculum-enrollments,data-import,OBSERVED_GET; POST,4,4,raw/ilearn.thu.edu.tw/api/data-import/curriculum-enrollments.html; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,500
/api/duplicate-detect/file/,duplicate-detect,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/duplicate-detect/file/index.json; raw/ilearn.thu.edu.tw/static/45685.4e07b7a7.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/84769.6cb6a87f.js,404
/api/entries/batch-delete,entries,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/entries/batch-delete.html; raw/ilearn.thu.edu.tw/static/14433.8da36488.js; raw/ilearn.thu.edu.tw/static/2896.c02ef48c.js; raw/ilearn.thu.edu.tw/static/8751.50229f20.js,500
/api/face-recognition/config,face-recognition,GET,4,4,raw/ilearn.thu.edu.tw/static/33655.ef38fe8c.js; raw/ilearn.thu.edu.tw/static/50759.ba0ade2f.js; raw/ilearn.thu.edu.tw/static/68932.dcb81e7e.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,
/api/feedbacks/,feedbacks,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/feedbacks/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/76445.efefe93a.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js,404
/api/google/authorization-url,google,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/google/authorization-url.json; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,200
/api/lesson-rooms,lesson-rooms,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/lesson-rooms.json; raw/ilearn.thu.edu.tw/static/11836.f57019c4.js; raw/ilearn.thu.edu.tw/static/26132-3e4ab0d2.js; raw/ilearn.thu.edu.tw/static/44184.7677cc88.js,200
/api/line-login/authorization-url,line-login,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/line-login/authorization-url.json; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,200
/api/line-notify/authorization-url,line-notify,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/line-notify/authorization-url.json; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,404
/api/microsoft/authorization-url,microsoft,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/microsoft/authorization-url.json; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,200
/api/my-classes,my-classes,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/my-classes.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,200
/api/my-departments,my-departments,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/my-departments.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,200
/api/my-grades,my-grades,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/my-grades.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,200
/api/my-teaching-classes,my-teaching-classes,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/my-teaching-classes.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,200
/api/notes/,notes,DELETE; OBSERVED_GET; POST,4,3,raw/ilearn.thu.edu.tw/api/notes/index.json; raw/ilearn.thu.edu.tw/static/48471.89184ab3.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/online-teachings,online-teachings,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/online-teachings.json; raw/ilearn.thu.edu.tw/static/31510.c03f0ff5.js; raw/ilearn.thu.edu.tw/static/70397.11a0efa6.js; raw/ilearn.thu.edu.tw/static/87899.f2d33e40.js,404
/api/orgs?,orgs,GET,4,4,raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,
/api/outline-setting/,outline-setting,DELETE; OBSERVED_GET; POST; PUT,4,2,raw/ilearn.thu.edu.tw/api/outline-setting/index.json; raw/ilearn.thu.edu.tw/static/49420.b30bc6e4.js,404
/api/problem-level/,problem-level,DELETE; POST,4,2,raw/ilearn.thu.edu.tw/static/50574.d4b1d445.js; raw/ilearn.thu.edu.tw/static/52507.583e35f3.js,
/api/projects/,projects,GET; OBSERVED_GET; POST; PUT,4,2,raw/ilearn.thu.edu.tw/api/projects/index.json; raw/ilearn.thu.edu.tw/static/67184-b33fe039.js,404
"/api/reviewed-courses?all=true&fields=id,name,course_code",reviewed-courses,POST,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/reviewed-courses?page=,reviewed-courses,POST,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/sections,sections,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/sections.json; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,404
/api/task/last?no-intercept=true,task,OBSERVED_GET; POST,4,4,raw/ilearn.thu.edu.tw/api/task/last__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,400
/api/teaching-calendar/,teaching-calendar,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/teaching-calendar/index.json; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/teaching-calendars,teaching-calendars,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/teaching-calendars.json; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,200
/api/tencent-meeting/authorization-url,tencent-meeting,OBSERVED_GET; UNKNOWN,4,4,raw/ilearn.thu.edu.tw/api/tencent-meeting/authorization-url.html; raw/ilearn.thu.edu.tw/static/16985.5dac5529.js; raw/ilearn.thu.edu.tw/static/26132-3e4ab0d2.js; raw/ilearn.thu.edu.tw/static/67853-6eb5a068.js,500
/api/tencent-meeting/statistics,tencent-meeting,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/tencent-meeting/statistics.json; raw/ilearn.thu.edu.tw/static/31510.c03f0ff5.js; raw/ilearn.thu.edu.tw/static/70397.11a0efa6.js; raw/ilearn.thu.edu.tw/static/87899.f2d33e40.js,200
/api/tencent-meeting/statistics/excel?conditions=,tencent-meeting,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/tencent-meeting/statistics/excel__q_312ea1bc9c.html; raw/ilearn.thu.edu.tw/static/31510.c03f0ff5.js; raw/ilearn.thu.edu.tw/static/70397.11a0efa6.js; raw/ilearn.thu.edu.tw/static/87899.f2d33e40.js,500
/api/third-party/info,third-party,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/third-party/info.json; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,200
/api/toggle-opened-orgs?toggle=share_resource_to_other_orgs&include_current_org=,toggle-opened-orgs,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/toggle-opened-orgs__q_b9f4bfaf52.html; raw/ilearn.thu.edu.tw/static/25753.6c691880.js; raw/ilearn.thu.edu.tw/static/30801-25982468.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,500
/api/uploads/audio/,uploads,GET; UNKNOWN,4,4,raw/ilearn.thu.edu.tw/static/2276.c8da6806.js; raw/ilearn.thu.edu.tw/static/44093.3708899a.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,
/api/user-actions?jwt=,user-actions,OBSERVED_GET; UNKNOWN,4,4,raw/ilearn.thu.edu.tw/api/user-actions__q_a263c00919.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,404
/api/user/check-course-graduate,user,OBSERVED_GET; POST,4,4,raw/ilearn.thu.edu.tw/api/user/check-course-graduate.html; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24381.0c635568.js; raw/ilearn.thu.edu.tw/static/27093.22d65938.js,500
/api/user/personas,user,DELETE; GET; OBSERVED_GET; PUT,4,3,raw/ilearn.thu.edu.tw/api/user/personas.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js,200
/api/user?page=,user,DELETE,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/users/without_authz_roles?ignore_avatar=false&page=,users,DELETE,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/virtual-experiments/,virtual-experiments,GET; OBSERVED_GET; POST,4,3,raw/ilearn.thu.edu.tw/api/virtual-experiments/index.json; raw/ilearn.thu.edu.tw/static/2896.c02ef48c.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,404
/api/webex/authorization-url,webex,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/webex/authorization-url.json; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,404
/api/academic-years,academic-years,DELETE; GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/academic-years.json; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,200
/api/ai-ppt/usage,ai-ppt,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/ai-ppt/usage.html; raw/ilearn.thu.edu.tw/static/40287-6134fd77.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,500
/api/ai-ppt/user/usage/count,ai-ppt,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/ai-ppt/user/usage/count.json; raw/ilearn.thu.edu.tw/static/40287-6134fd77.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,404
/api/air-credit/course,air-credit,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/air-credit/course.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,400
/api/air-credit/course/,air-credit,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/air-credit/course/index.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,404
/api/air-credit/resources/,air-credit,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/air-credit/resources/index.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,404
/api/air-credit/user,air-credit,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/air-credit/user.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,200
/api/air-credit/user/courses/ai-ability,air-credit,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/air-credit/user/courses/ai-ability.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,200
/api/air-credit/user/token,air-credit,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/air-credit/user/token.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,403
/api/alert-logs/,alert-logs,GET,3,3,raw/ilearn.thu.edu.tw/static/83176.908d40cb.js; raw/ilearn.thu.edu.tw/static/93366.14a0fcf7.js; raw/ilearn.thu.edu.tw/static/94862.200578e9.js,
/api/alert/members?user_ids=,alert,GET,3,3,raw/ilearn.thu.edu.tw/static/83176.908d40cb.js; raw/ilearn.thu.edu.tw/static/93366.14a0fcf7.js; raw/ilearn.thu.edu.tw/static/94862.200578e9.js,
/api/bulletins/latest,bulletins,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/bulletins/latest.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/99038.bc3a4ccc.js,200
/api/calendar-events,calendar-events,GET; OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/calendar-events.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/97195.2faf10fc.js,200
/api/calendar-timetables,calendar-timetables,GET; OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/calendar-timetables.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/97195.2faf10fc.js,404
/api/campus-subject-lib/combination-subjects,campus-subject-lib,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/campus-subject-lib/combination-subjects.html; raw/ilearn.thu.edu.tw/static/12117.76d49271.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js,500
/api/campus-subject-lib/combination-subjects/,campus-subject-lib,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/campus-subject-lib/combination-subjects/index.json; raw/ilearn.thu.edu.tw/static/12117.76d49271.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js,404
/api/categories/,categories,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/categories/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/50759.ba0ade2f.js,404
/api/cc-license/map,cc-license,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/cc-license/map.json; raw/ilearn.thu.edu.tw/static/56748-43cfa952.js; raw/ilearn.thu.edu.tw/static/78946.84d34ae9.js,200
/api/config?no-intercept=true,config,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/config__q_ee79111d36.html; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,403
/api/course-classification,course-classification,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/course-classification.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,500
/api/course-classifications/,course-classifications,DELETE; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/course-classifications/index.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,404
/api/course-subjects/,course-subjects,DELETE; POST; PUT,3,1,raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,
/api/course/access-code/,course,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/course/access-code/index.json; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/course/cover-list,course,GET,3,3,raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js; raw/ilearn.thu.edu.tw/static/66340.b22fd651.js; raw/ilearn.thu.edu.tw/static/77144.0d6d20d8.js,
/api/course/enrollments,course,DELETE; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/course/enrollments.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/course/mbz/import,course,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/course/mbz/import.html; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/course_templates?org_id=,course_templates,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/course_templates__q_7eb221d14c.json; raw/ilearn.thu.edu.tw/static/4742.b8a8d253.js; raw/ilearn.thu.edu.tw/static/60797.036cfe1d.js,200
/api/courses/settings,courses,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/courses/settings.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/courses/sync_from_urp,courses,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/courses/sync_from_urp.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/courseware-quiz/format-question,courseware-quiz,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/courseware-quiz/format-question.html; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,500
/api/courseware-quiz/settings,courseware-quiz,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/courseware-quiz/settings.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,200
/api/custom-knowledge-graph/similarity-analysis/task/,custom-knowledge-graph,GET; POST; PUT,3,1,raw/ilearn.thu.edu.tw/static/93155.0c0ec13a.js,
/api/data-import/classroom-exams/,data-import,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/data-import/classroom-exams/index.json; raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js,404
/api/data-import/courses,data-import,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/data-import/courses.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/data-import/edit-courses,data-import,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/data-import/edit-courses.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/data-import/enrollments,data-import,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/data-import/enrollments.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/data-import/enrollments/,data-import,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/data-import/enrollments/index.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/data-import/exams/,data-import,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/data-import/exams/index.json; raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js,404
/api/data-import/from-word,data-import,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/data-import/from-word.html; raw/ilearn.thu.edu.tw/static/18283.f40cd1f6.js; raw/ilearn.thu.edu.tw/static/56834-67be8618.js,500
/api/data-import/subject-libs/,data-import,OBSERVED_GET; UNKNOWN,3,3,raw/ilearn.thu.edu.tw/api/data-import/subject-libs/index.json; raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js,404
/api/ding-talk/chat?course_id=,ding-talk,GET; OBSERVED_GET; PUT,3,2,raw/ilearn.thu.edu.tw/api/ding-talk/chat__q_0e8c8d66de.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,400
/api/duplicate-detect/report/download,duplicate-detect,POST,3,3,raw/ilearn.thu.edu.tw/static/45685.4e07b7a7.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/84769.6cb6a87f.js,
/api/exam-scores,exam-scores,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/exam-scores.html; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js,500
/api/exams/submissions/,exams,GET; PATCH; POST,3,2,raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js; raw/ilearn.thu.edu.tw/static/96674.e7c69224.js,
/api/google/auth,google,OBSERVED_GET; UNKNOWN,3,3,raw/ilearn.thu.edu.tw/api/google/auth.html; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js,500
/api/homework/submission/,homework,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/homework/submission/index.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/55200.e380810d.js,404
/api/invites/,invites,GET; OBSERVED_GET; POST,3,2,raw/ilearn.thu.edu.tw/api/invites/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/knowledge-capture-visit,knowledge-capture-visit,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/knowledge-capture-visit.json; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,404
/api/knowledge-graph/forest-versions/-/stats{param},knowledge-graph,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/knowledge-graph/forest-versions/-/stats_batchGet.html; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,500
/api/knowledge-graph/kfs-courses/,knowledge-graph,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/knowledge-graph/kfs-courses/index.json; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,404
/api/knowledge-graph/kfs-courses/-/published-forest-versions{param},knowledge-graph,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/knowledge-graph/kfs-courses/-/published-forest-versions_batchGet.html; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,500
/api/knowledge-graph/kfs-subjects,knowledge-graph,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/knowledge-graph/kfs-subjects.html; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,500
/api/knowledge-nodes/parse/docx,knowledge-nodes,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/knowledge-nodes/parse/docx.html; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,500
/api/knowledge-resource-visit,knowledge-resource-visit,OBSERVED_GET; UNKNOWN,3,3,raw/ilearn.thu.edu.tw/api/knowledge-resource-visit.json; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,404
/api/lessons_search/schedules/,lessons_search,DELETE; OBSERVED_GET; POST,3,2,raw/ilearn.thu.edu.tw/api/lessons_search/schedules/index.json; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js,404
/api/line-login/auth,line-login,OBSERVED_GET; UNKNOWN,3,3,raw/ilearn.thu.edu.tw/api/line-login/auth.html; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js,500
/api/line-notify/auth,line-notify,OBSERVED_GET; UNKNOWN,3,3,raw/ilearn.thu.edu.tw/api/line-notify/auth.html; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js,500
/api/live-activities/,live-activities,DELETE; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/live-activities/index.json; raw/ilearn.thu.edu.tw/static/39538.e12d5a24.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/meeting/shanghaitech/,meeting,GET; OBSERVED_GET,3,3,raw/ilearn.thu.edu.tw/api/meeting/shanghaitech/index.json; raw/ilearn.thu.edu.tw/static/22787.a70ab1cd.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
